"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"328","negative regulation by host of viral transcription (GO:0043922)","1/12",0.0583925585800791,0.238830825183387,0,0,18.2635445362718,51.8788186041542,"JUN"
"329","viral protein processing (GO:0019082)","1/12",0.0583925585800791,0.238830825183387,0,0,18.2635445362718,51.8788186041542,"UBC"
"330","negative regulation of bone remodeling (GO:0046851)","1/12",0.0583925585800791,0.238830825183387,0,0,18.2635445362718,51.8788186041542,"VEGFA"
"331","positive regulation of histone deacetylation (GO:0031065)","1/12",0.0583925585800791,0.238830825183387,0,0,18.2635445362718,51.8788186041542,"VEGFA"
"332","vitamin D metabolic process (GO:0042359)","1/12",0.0583925585800791,0.238830825183387,0,0,18.2635445362718,51.8788186041542,"CYP27A1"
"333","organelle disassembly (GO:1903008)","1/12",0.0583925585800791,0.238830825183387,0,0,18.2635445362718,51.8788186041542,"PLK3"
"334","mRNA splicing, via spliceosome (GO:0000398)","3/177",0.0591534402166211,0.240430402851048,0,0,3.506221116246,9.91426280877062,"SRRM2;SNRNP70;SRSF11"
"335","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)","3/177",0.0591534402166211,0.240430402851048,0,0,3.506221116246,9.91426280877062,"SRRM2;SNRNP70;SRSF11"
"336","eye development (GO:0001654)","2/79",0.0594897545967717,0.240430402851048,0,0,5.25390935595017,14.8262756693766,"SLC25A25;VEGFA"
"337","multicellular organism growth (GO:0035264)","2/79",0.0594897545967717,0.240430402851048,0,0,5.25390935595017,14.8262756693766,"G6PC;SLC25A25"
"338","glycerophospholipid biosynthetic process (GO:0046474)","3/178",0.059957169773651,0.241602559857138,0,0,3.4860088365243,9.81006395045055,"PCYT2;CHKA;LPIN2"
"339","Fc-epsilon receptor signaling pathway (GO:0038095)","4/295",0.0606871196843439,0.243822587050373,0,0,2.80770332187858,7.86725153050599,"JUN;UBC;FOS;TNRC6A"
"340","glycerolipid metabolic process (GO:0046486)","4/296",0.0612920941172653,0.244167179744051,0,0,2.79794520547945,7.81215516034124,"G6PC;PCYT2;CHKA;LPIN2"
"341","cellular polysaccharide metabolic process (GO:0044264)","2/81",0.0621638842786596,0.244167179744051,0,0,5.12038233014725,14.2243252686936,"G6PC;UBC"
"342","ethanolamine-containing compound metabolic process (GO:0042439)","2/81",0.0621638842786596,0.244167179744051,0,0,5.12038233014725,14.2243252686936,"CHKA;LPIN2"
"343","polyamine biosynthetic process (GO:0006596)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"SAT1"
"344","positive regulation of glycolytic process (GO:0045821)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"MLXIPL"
"345","establishment of epithelial cell polarity (GO:0090162)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"FRMD4B"
"346","positive regulation of fatty acid biosynthetic process (GO:0045723)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"MLXIPL"
"347","neuronal stem cell maintenance (GO:0097150)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"HES1"
"348","renal system development (GO:0072001)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"MTSS1"
"349","cellular response to antibiotic (GO:0071236)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"EGR1"
"350","zinc ion homeostasis (GO:0055069)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"SLC39A14"
"351","negative regulation of receptor activity (GO:2000272)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"ERRFI1"
"352","vascular endothelial growth factor signaling pathway (GO:0038084)","1/13",0.0631034120924419,0.244167179744051,0,0,16.7407407407407,46.2543391597171,"VEGFA"
"353","lung development (GO:0030324)","2/82",0.0635161526621472,0.245067988458483,0,0,5.05612244897959,13.9370045076699,"HES1;VEGFA"
"354","endoplasmic reticulum unfolded protein response (GO:0030968)","2/83",0.0648783802345316,0.248638997428296,0,0,4.99344923154447,13.6582862458477,"IGFBP1;ATF3"
"355","RNA splicing, via transesterification reactions (GO:0000375)","3/184",0.064887147980028,0.248638997428296,0,0,3.36942530044996,9.2157343548403,"SRRM2;SNRNP70;SRSF11"
"356","negative regulation of proteolysis (GO:0045861)","4/302",0.0649893414717131,0.248638997428296,0,0,2.74077181208054,7.49198745272006,"C4B;C4A;ITIH3;VEGFA"
"357","epithelial cell differentiation (GO:0030855)","4/303",0.0656167419338682,0.249543917874066,0,0,2.73146599777035,7.44030688780139,"JUN;TXNIP;MTSS1;VEGFA"
"358","intracellular receptor signaling pathway (GO:0030522)","3/186",0.0665710008770891,0.249543917874066,0,0,3.33226297110022,9.02872059669896,"NR1I3;UBC;TXNIP"
"359","transcription initiation from RNA polymerase II promoter (GO:0006367)","3/187",0.0674204370389103,0.249543917874066,0,0,3.31398476019722,8.93717758705897,"NR1I3;UBC;JUNB"
"360","mRNA 3'-end processing (GO:0031124)","2/85",0.067632189652766,0.249543917874066,0,0,4.87263339070568,13.1252723836309,"ZFP36;SRSF11"
"361","female pregnancy (GO:0007565)","2/85",0.067632189652766,0.249543917874066,0,0,4.87263339070568,13.1252723836309,"FOSB;FOS"
"362","blood vessel development (GO:0001568)","2/85",0.067632189652766,0.249543917874066,0,0,4.87263339070568,13.1252723836309,"HES1;JUNB"
"363","phosphate ion transport (GO:0006817)","1/14",0.0677909321684321,0.249543917874066,0,0,15.4522144522145,41.5869594433684,"SLC20A1"
"364","catecholamine transport (GO:0051937)","1/14",0.0677909321684321,0.249543917874066,0,0,15.4522144522145,41.5869594433684,"NISCH"
"365","negative regulation of epidermis development (GO:0045683)","1/14",0.0677909321684321,0.249543917874066,0,0,15.4522144522145,41.5869594433684,"HES1"
"366","negative regulation of tissue remodeling (GO:0034104)","1/14",0.0677909321684321,0.249543917874066,0,0,15.4522144522145,41.5869594433684,"VEGFA"
"367","positive regulation of metanephros development (GO:0072216)","1/14",0.0677909321684321,0.249543917874066,0,0,15.4522144522145,41.5869594433684,"EGR1"
"368","cellular response to gamma radiation (GO:0071480)","1/14",0.0677909321684321,0.249543917874066,0,0,15.4522144522145,41.5869594433684,"EGR1"
"369","positive regulation of CREB transcription factor activity (GO:0032793)","1/14",0.0677909321684321,0.249543917874066,0,0,15.4522144522145,41.5869594433684,"VEGFA"
"370","dopaminergic neuron differentiation (GO:0071542)","1/14",0.0677909321684321,0.249543917874066,0,0,15.4522144522145,41.5869594433684,"VEGFA"
"371","posttranscriptional regulation of gene expression (GO:0010608)","5/438",0.0687787401366593,0.251363700388191,0,0,2.36623313480005,6.33407622870043,"ZFP36;BTG2;TNRC6A;ZFP36L1;VEGFA"
"372","liver development (GO:0001889)","2/86",0.0690235124413976,0.251363700388191,0,0,4.81438289601555,12.8703286595916,"JUN;HES1"
"373","cellular response to unfolded protein (GO:0034620)","2/86",0.0690235124413976,0.251363700388191,0,0,4.81438289601555,12.8703286595916,"IGFBP1;ATF3"
"374","negative regulation of homeostatic process (GO:0032845)","2/86",0.0690235124413976,0.251363700388191,0,0,4.81438289601555,12.8703286595916,"ARRDC3;VEGFA"
"375","positive regulation of innate immune response (GO:0045089)","3/190",0.0699985406299853,0.252388817353382,0,0,3.2603230608082,8.67011479548778,"JUN;UBC;FOS"
"376","triglyceride metabolic process (GO:0006641)","2/87",0.070424276300901,0.252388817353382,0,0,4.75750300120048,12.6226889889879,"G6PC;LPIN2"
"377","positive regulation of ubiquitin-protein transferase activity (GO:0051443)","2/87",0.070424276300901,0.252388817353382,0,0,4.75750300120048,12.6226889889879,"ARRDC3;UBC"
"378","polysaccharide metabolic process (GO:0005976)","2/88",0.0718343542729081,0.252388817353382,0,0,4.70194589463692,12.3820687985171,"G6PC;UBC"
"379","regulation of endothelial cell proliferation (GO:0001936)","2/88",0.0718343542729081,0.252388817353382,0,0,4.70194589463692,12.3820687985171,"JUN;VEGFA"
"380","immune response-regulating cell surface receptor signaling pathway (GO:0002768)","5/444",0.0719845073857387,0.252388817353382,0,0,2.33317348039803,6.13928954768253,"JUN;UBC;FOS;TNRC6A;ACTG1"
"381","induction of positive chemotaxis (GO:0050930)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"VEGFA"
"382","negative regulation of protein tyrosine kinase activity (GO:0061099)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"ERRFI1"
"383","macrophage differentiation (GO:0030225)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"VEGFA"
"384","regulation of cell migration involved in sprouting angiogenesis (GO:0090049)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"VEGFA"
"385","zinc ion transmembrane transport (GO:0071577)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"SLC39A14"
"386","regulation of glial cell proliferation (GO:0060251)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"HES1"
"387","cell migration involved in sprouting angiogenesis (GO:0002042)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"VEGFA"
"388","regulation of cell proliferation involved in heart morphogenesis (GO:2000136)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"HES1"
"389","regulation of axon extension involved in axon guidance (GO:0048841)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"VEGFA"
"390","response to food (GO:0032094)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"SLC25A25"
"391","COPII vesicle coating (GO:0048208)","1/15",0.0724552331756038,0.252388817353382,0,0,14.3477633477633,37.6598138369901,"SEC24A"
"392","regulation of homeostatic process (GO:0032844)","4/314",0.0727272852893259,0.252690210622607,0,0,2.63306451612903,6.90136386836286,"MLXIPL;SEC24A;ARRDC3;VEGFA"
"393","regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)","2/89",0.0732536203857354,0.253871325611633,0,0,4.6476659629369,12.1481976031779,"CCNL2;CCNL1"
"394","negative regulation of protein processing (GO:0010955)","4/316",0.0740609817272024,0.255369764841645,0,0,2.6159188034188,6.8088872834537,"C4B;C4A;ITIH3;VEGFA"
"395","negative regulation of protein maturation (GO:1903318)","4/316",0.0740609817272024,0.255369764841645,0,0,2.6159188034188,6.8088872834537,"C4B;C4A;ITIH3;VEGFA"
"396","epithelial tube morphogenesis (GO:0060562)","2/90",0.0746819496854828,0.25579647159767,0,0,4.59461966604824,11.9208181587653,"HES1;MTSS1"
"397","regulation of stem cell differentiation (GO:2000736)","2/91",0.0761192182371278,0.25579647159767,0,0,4.54276542077505,11.6996856760182,"EFNA1;HES1"
"398","regulation of vasculature development (GO:1901342)","3/197",0.076185245944446,0.25579647159767,0,0,3.1415665851844,8.08823792810062,"EFNA1;EGR1;VEGFA"
"399","positive regulation of MAP kinase activity (GO:0043406)","3/197",0.076185245944446,0.25579647159767,0,0,3.1415665851844,8.08823792810062,"EFNA1;UBC;VEGFA"
"400","dentate gyrus development (GO:0021542)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"BTG2"
"401","cellular biogenic amine catabolic process (GO:0042402)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"SAT1"
"402","cochlea development (GO:0090102)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"HES1"
"403","negative regulation of dendrite development (GO:2000171)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"EFNA1"
"404","amine catabolic process (GO:0009310)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"SAT1"
"405","regulation of protein kinase C signaling (GO:0090036)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"VEGFA"
"406","positive regulation of protein autophosphorylation (GO:0031954)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"VEGFA"
"407","axon regeneration (GO:0031103)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"JUN"
"408","positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"VEGFA"
"409","negative regulation of cell cycle arrest (GO:0071157)","1/16",0.0770964289305897,0.25579647159767,0,0,13.3905723905724,34.3159973270839,"MLXIPL"
"410","alpha-amino acid catabolic process (GO:1901606)","2/92",0.0775653030615549,0.25579647159767,0,0,4.49206349206349,11.484567093173,"PRODH2;FTCD"
"411","cellular response to topologically incorrect protein (GO:0035967)","2/92",0.0775653030615549,0.25579647159767,0,0,4.49206349206349,11.484567093173,"IGFBP1;ATF3"
"412","positive regulation of ligase activity (GO:0051351)","2/92",0.0775653030615549,0.25579647159767,0,0,4.49206349206349,11.484567093173,"ARRDC3;UBC"
"413","regulation of endothelial cell migration (GO:0010594)","2/92",0.0775653030615549,0.25579647159767,0,0,4.49206349206349,11.484567093173,"EFNA1;VEGFA"
"414","acylglycerol metabolic process (GO:0006639)","2/93",0.0790200821692443,0.257628078006155,0,0,4.44247589145548,11.2752403927723,"G6PC;LPIN2"
"415","hormone-mediated signaling pathway (GO:0009755)","2/93",0.0790200821692443,0.257628078006155,0,0,4.44247589145548,11.2752403927723,"NR1I3;GCGR"
"416","regulation of glucose metabolic process (GO:0010906)","2/94",0.0804834345723508,0.257628078006155,0,0,4.39396628216504,11.0714939664066,"GCKR;GCGR"
"417","neutral lipid metabolic process (GO:0006638)","2/94",0.0804834345723508,0.257628078006155,0,0,4.39396628216504,11.0714939664066,"G6PC;LPIN2"
"418","ER-nucleus signaling pathway (GO:0006984)","2/94",0.0804834345723508,0.257628078006155,0,0,4.39396628216504,11.0714939664066,"IGFBP1;ATF3"
"419","negative regulation of kinase activity (GO:0033673)","3/202",0.0807477880229416,0.257628078006155,0,0,3.06185567010309,7.70492926718882,"ERRFI1;GCKR;GADD45G"
"420","glycerolipid biosynthetic process (GO:0045017)","3/202",0.0807477880229416,0.257628078006155,0,0,3.06185567010309,7.70492926718882,"PCYT2;CHKA;LPIN2"
"421","signal transduction by phosphorylation (GO:0023014)","3/202",0.0807477880229416,0.257628078006155,0,0,3.06185567010309,7.70492926718882,"JUN;UBC;FOS"
"422","regulation of protein sumoylation (GO:0033233)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"EGR1"
"423","positive regulation of protein deacetylation (GO:0090312)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"VEGFA"
"424","regulation of axon guidance (GO:1902667)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"VEGFA"
"425","trophectodermal cell differentiation (GO:0001829)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"JUNB"
"426","negative regulation of peptidyl-serine phosphorylation (GO:0033137)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"MLXIPL"
"427","vitamin biosynthetic process (GO:0009110)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"CYP27A1"
"428","azole transport (GO:0045117)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"SLC38A3"
"429","Rac protein signal transduction (GO:0016601)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"NISCH"
"430","fatty acid derivative transport (GO:1901571)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"ABCC2"
"431","camera-type eye morphogenesis (GO:0048593)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"VEGFA"
"432","icosanoid transport (GO:0071715)","1/17",0.0817146326715557,0.257628078006155,0,0,12.5530303030303,31.4393429542943,"ABCC2"
"433","response to hydrogen peroxide (GO:0042542)","2/95",0.0819552402371427,0.257789924256324,0,0,4.34649989027869,10.873126025504,"JUN;TXNIP"
"434","growth (GO:0040007)","4/329",0.0830315082921481,0.259260572525864,0,0,2.50961538461538,6.24526603546943,"IGFBP1;G6PC;SLC25A25;VEGFA"
"435","phospholipid biosynthetic process (GO:0008654)","3/206",0.0844817804417434,0.259260572525864,0,0,3.00091412320349,7.4159171508044,"PCYT2;CHKA;LPIN2"
"436","T cell differentiation (GO:0030217)","2/97",0.0849237360045433,0.259260572525864,0,0,4.25456498388829,10.491764264828,"EGR1;ZFP36L1"
"437","regeneration (GO:0031099)","2/97",0.0849237360045433,0.259260572525864,0,0,4.25456498388829,10.491764264828,"IGFBP1;JUN"
"438","cellular response to toxic substance (GO:0097237)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"EGR1"
"439","mammary gland alveolus development (GO:0060749)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"VEGFA"
"440","virion assembly (GO:0019068)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"UBC"
"441","tetrahydrofolate metabolic process (GO:0046653)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"FTCD"
"442","ventricular septum development (GO:0003281)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"HES1"
"443","positive regulation of focal adhesion assembly (GO:0051894)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"VEGFA"
"444","decidualization (GO:0046697)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"JUNB"
"445","entrainment of circadian clock by photoperiod (GO:0043153)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"BHLHE40"
"446","positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"VEGFA"
"447","response to increased oxygen levels (GO:0036296)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"EGR1"
"448","positive regulation of cell junction assembly (GO:1901890)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"VEGFA"
"449","response to hyperoxia (GO:0055093)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"EGR1"
"450","glycogen catabolic process (GO:0005980)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"G6PC"
"451","positive regulation of G-protein coupled receptor protein signaling pathway (GO:0045745)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"ARRDC3"
"452","telencephalon development (GO:0021537)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"HES1"
"453","cellular response to gonadotropin stimulus (GO:0071371)","1/18",0.0863099571505928,0.259260572525864,0,0,11.8140225787285,28.9421143066093,"EGR1"
"454","regulation of peptidyl-serine phosphorylation (GO:0033135)","2/98",0.0864201908419546,0.259260572525864,0,0,4.21003401360544,10.3084111715959,"MLXIPL;VEGFA"
"455","polyol metabolic process (GO:0019751)","2/99",0.0879246283814667,0.263194162319907,0,0,4.16642120765832,10.129717084782,"CYP27A1;PCK1"
"456","regulation of leukocyte differentiation (GO:1902105)","3/210",0.0882888275783244,0.263704787635258,0,0,2.94232780516958,7.14144653267964,"KLF10;JUN;FOS"
"457","monocarboxylic acid metabolic process (GO:0032787)","5/473",0.0886186091207831,0.264110603112706,0,0,2.18533513270355,5.29597046200896,"CYP27A1;ECHDC2;PCK1;LPIN2;FTCD"
"458","positive regulation of neuroblast proliferation (GO:0002052)","1/19",0.0908825145361798,0.26482380426321,0,0,11.1571268237935,26.7568838212325,"VEGFA"
"459","cardiac epithelial to mesenchymal transition (GO:0060317)","1/19",0.0908825145361798,0.26482380426321,0,0,11.1571268237935,26.7568838212325,"EFNA1"
"460","cellular component maintenance (GO:0043954)","1/19",0.0908825145361798,0.26482380426321,0,0,11.1571268237935,26.7568838212325,"MTSS1"
"461","negative regulation of neural precursor cell proliferation (GO:2000178)","1/19",0.0908825145361798,0.26482380426321,0,0,11.1571268237935,26.7568838212325,"BTG2"
"462","positive regulation of adherens junction organization (GO:1903393)","1/19",0.0908825145361798,0.26482380426321,0,0,11.1571268237935,26.7568838212325,"VEGFA"
"463","neural crest cell development (GO:0014032)","1/19",0.0908825145361798,0.26482380426321,0,0,11.1571268237935,26.7568838212325,"HES1"
"464","glucan catabolic process (GO:0009251)","1/19",0.0908825145361798,0.26482380426321,0,0,11.1571268237935,26.7568838212325,"G6PC"
"465","RNA 3'-end processing (GO:0031123)","2/101",0.0909569913965944,0.26482380426321,0,0,4.08183879612451,9.78567177722125,"ZFP36;SRSF11"
"466","tube morphogenesis (GO:0035239)","2/101",0.0909569913965944,0.26482380426321,0,0,4.08183879612451,9.78567177722125,"HES1;MTSS1"
"467","alcohol metabolic process (GO:0006066)","4/340",0.0910224192935116,0.26482380426321,0,0,2.42609126984127,5.81449027584373,"CYP27A1;CHKA;PCK1;LPIN2"
"468","regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)","3/213",0.0911911631420305,0.26482380426321,0,0,2.89985272459499,6.94455942297044,"NLRP6;SLC20A1;UBC"
"469","alpha-amino acid metabolic process (GO:1901605)","3/213",0.0911911631420305,0.26482380426321,0,0,2.89985272459499,6.94455942297044,"ASPG;PRODH2;FTCD"
"470","carbohydrate transport (GO:0008643)","2/102",0.0924846891098034,0.268008822484154,0,0,4.04081632653061,9.62002061056518,"GCKR;G6PC"
"471","sensory organ development (GO:0007423)","2/103",0.0940199139873013,0.268363297223357,0,0,4.00060618306729,9.45842784039207,"SLC25A25;VEGFA"
"472","regulation of ubiquitin-protein transferase activity (GO:0051438)","2/103",0.0940199139873013,0.268363297223357,0,0,4.00060618306729,9.45842784039207,"ARRDC3;UBC"
"473","modulation by host of viral transcription (GO:0043921)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"JUN"
"474","modulation by host of symbiont transcription (GO:0052472)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"JUN"
"475","positive regulation of receptor internalization (GO:0002092)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"VEGFA"
"476","cellular biogenic amine biosynthetic process (GO:0042401)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"SAT1"
"477","axon development (GO:0061564)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"JUN"
"478","regulation of receptor biosynthetic process (GO:0010869)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"SEC24A"
"479","detection of external biotic stimulus (GO:0098581)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"C4B"
"480","regulation of heart morphogenesis (GO:2000826)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"HES1"
"481","ventricular septum morphogenesis (GO:0060412)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"HES1"
"482","response to arsenic-containing substance (GO:0046685)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"ABCC2"
"483","cellular polysaccharide catabolic process (GO:0044247)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"G6PC"
"484","heme biosynthetic process (GO:0006783)","1/20",0.0954324164624815,0.268363297223357,0,0,10.5693779904306,24.8310303892707,"ALAS1"
"485","antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)","2/104",0.0955625544444408,0.268363297223357,0,0,3.96118447378952,9.30075904717404,"SEC24A;UBC"
"486","regulation of response to wounding (GO:1903034)","4/347",0.0962938539232577,0.269860553587401,0,0,2.37572886297376,5.5600389079899,"C4B;C4A;ZFP36;NLRP6"
"487","regulation of cell cycle arrest (GO:0071156)","2/105",0.0971124998083677,0.271595944022581,0,0,3.92252823459481,9.1468854610462,"MLXIPL;UBC"
"488","DNA-templated transcription, initiation (GO:0006352)","3/220",0.0981162564541563,0.27384086330033,0,0,2.8053114162193,6.51281719218758,"NR1I3;UBC;JUNB"
"489","polyamine metabolic process (GO:0006595)","1/21",0.0999597740324998,0.275040832792454,0,0,10.040404040404,23.1229243332888,"SAT1"
"490","modulation of transcription in other organism involved in symbiotic interaction (GO:0052312)","1/21",0.0999597740324998,0.275040832792454,0,0,10.040404040404,23.1229243332888,"JUN"
"491","amine biosynthetic process (GO:0009309)","1/21",0.0999597740324998,0.275040832792454,0,0,10.040404040404,23.1229243332888,"SAT1"
"492","bile acid biosynthetic process (GO:0006699)","1/21",0.0999597740324998,0.275040832792454,0,0,10.040404040404,23.1229243332888,"CYP27A1"
"493","regulation of dendritic spine morphogenesis (GO:0061001)","1/21",0.0999597740324998,0.275040832792454,0,0,10.040404040404,23.1229243332888,"EFNA1"
"494","modified amino acid transport (GO:0072337)","1/21",0.0999597740324998,0.275040832792454,0,0,10.040404040404,23.1229243332888,"ABCC2"
"495","positive regulation of mesonephros development (GO:0061213)","1/21",0.0999597740324998,0.275040832792454,0,0,10.040404040404,23.1229243332888,"VEGFA"
"496","positive regulation of cell growth (GO:0030307)","2/107",0.10023386700467,0.275238965444276,0,0,3.84742468415938,8.85003537243058,"IGFBP1;VEGFA"
"497","regulation of endopeptidase activity (GO:0052548)","4/354",0.101706882987457,0.27787276158936,0,0,2.32738095238095,5.31960224325398,"C4B;C4A;ITIH3;VEGFA"
"498","negative regulation of hydrolase activity (GO:0051346)","4/354",0.101706882987457,0.27787276158936,0,0,2.32738095238095,5.31960224325398,"C4B;C4A;ITIH3;VEGFA"
"499","regulation of ligase activity (GO:0051340)","2/108",0.101805071977306,0.27787276158936,0,0,3.81093569503273,8.70682707358352,"ARRDC3;UBC"
"500","regulation of epithelial cell differentiation (GO:0030856)","2/109",0.1033831480897,0.277892418807854,0,0,3.77512874308602,8.56694989627224,"ERRFI1;HES1"
"501","stem cell maintenance (GO:0019827)","2/109",0.1033831480897,0.277892418807854,0,0,3.77512874308602,8.56694989627224,"KLF10;HES1"
"502","entrainment of circadian clock (GO:0009649)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"BHLHE40"
"503","photoperiodism (GO:0009648)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"BHLHE40"
"504","regulation of branching involved in ureteric bud morphogenesis (GO:0090189)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"VEGFA"
"505","cranial nerve development (GO:0021545)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"HES1"
"506","polysaccharide catabolic process (GO:0000272)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"G6PC"
"507","regulation of histone deacetylation (GO:0031063)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"VEGFA"
"508","neuron projection regeneration (GO:0031102)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"JUN"
"509","Notch receptor processing (GO:0007220)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"UBC"
"510","negative regulation of epithelial to mesenchymal transition (GO:0010719)","1/22",0.104464697819105,0.277892418807854,0,0,9.56180856180856,21.5992275397069,"EFNA1"
