"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"149","negative regulation of proteolysis (GO:0045861)","4/302",0.00363192700407704,0.015795226165382,0,0,6.94454256446485,39.0143839905472,"CDC20;CENPF;UBE2C;BIRC5"
"150","regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)","3/148",0.0036902964104636,0.0159420804932028,0,0,10.510875331565,58.882433344066,"CDC20;CENPF;UBE2C"
"151","regulation of cellular protein catabolic process (GO:1903362)","3/155",0.00420014066413636,0.0177985897699354,0,0,10.0232793522267,54.8537720783757,"CDC20;CENPF;UBE2C"
"152","positive regulation of muscle organ development (GO:0048636)","2/46",0.00420244480679031,0.0177985897699354,0,0,22.6295454545455,123.830882823591,"CCNB1;CDK1"
"153","positive regulation of striated muscle tissue development (GO:0045844)","2/46",0.00420244480679031,0.0177985897699354,0,0,22.6295454545455,123.830882823591,"CCNB1;CDK1"
"154","negative regulation of protein processing (GO:0010955)","4/316",0.00426646022618992,0.0178365563004585,0,0,6.62820512820513,36.1699217242498,"CDC20;CENPF;UBE2C;BIRC5"
"155","negative regulation of protein maturation (GO:1903318)","4/316",0.00426646022618992,0.0178365563004585,0,0,6.62820512820513,36.1699217242498,"CDC20;CENPF;UBE2C;BIRC5"
"156","positive regulation of muscle tissue development (GO:1901863)","2/47",0.00438340189881175,0.0182079771181411,0,0,22.1255555555556,120.14022156908,"CCNB1;CDK1"
"157","regulation of cytokinesis (GO:0032465)","2/48",0.00456792221749557,0.018734263271754,0,0,21.6434782608696,116.630142791203,"RACGAP1;ECT2"
"158","regulation of cardiac muscle tissue development (GO:0055024)","2/48",0.00456792221749557,0.018734263271754,0,0,21.6434782608696,116.630142791203,"CCNB1;CDK1"
"159","organ regeneration (GO:0031100)","2/51",0.00514271244058803,0.0209589790031512,0,0,20.315306122449,107.06521085671,"CDK1;MKI67"
"160","negative regulation of protein depolymerization (GO:1901880)","2/52",0.0053413357938857,0.0214980471704219,0,0,19.908,104.164220457692,"CCNB1;CKAP2"
"161","nuclear envelope organization (GO:0006998)","2/52",0.0053413357938857,0.0214980471704219,0,0,19.908,104.164220457692,"CCNB1;CDK1"
"162","positive regulation of organelle organization (GO:0010638)","4/340",0.00552207238063878,0.0220882895225551,0,0,6.14724310776942,31.9595295675492,"CCNB1;UBE2C;NUSAP1;BIRC5"
"163","cellular component disassembly (GO:0022411)","4/350",0.00611129231465635,0.0242951988950755,0,0,5.96653483419531,30.4151095214333,"CCNB1;STMN1;HMGB2;CDK1"
"164","negative regulation of protein complex disassembly (GO:0043242)","2/56",0.00617056645834449,0.0243812625915075,0,0,18.4296296296296,93.7693038247899,"CCNB1;CKAP2"
"165","negative regulation of catabolic process (GO:0009895)","3/190",0.00738034776848841,0.0289846385089727,0,0,8.13286713286713,39.9237122019183,"CDC20;CENPF;UBE2C"
"166","cellular response to hydrogen peroxide (GO:0070301)","2/62",0.00751700849118878,0.0293435030258454,0,0,16.5816666666667,81.0940838891783,"CDK1;ECT2"
"167","meiotic nuclear division (GO:0007126)","2/64",0.00799271597073219,0.0310136523894279,0,0,16.0451612903226,77.4856885082462,"CKS2;MKI67"
"168","striated muscle cell development (GO:0055002)","2/65",0.00823554741296649,0.031765682878585,0,0,15.7896825396825,75.7793514687982,"CCNB1;CDK1"
"169","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)","2/67",0.00873109427416866,0.0332808769980076,0,0,15.3023076923077,72.5461683864951,"CDC20;UBE2C"
"170","regulation of protein depolymerization (GO:1901879)","2/67",0.00873109427416866,0.0332808769980076,0,0,15.3023076923077,72.5461683864951,"CCNB1;CKAP2"
"171","protein localization to organelle (GO:0033365)","4/396",0.00936329707237548,0.0354819678532123,0,0,5.25402792696026,24.5413427226307,"HSP90AA1;CDK1;ESCO2;CENPA"
"172","positive regulation of developmental growth (GO:0048639)","2/71",0.00976132658079469,0.0367752303741568,0,0,14.4123188405797,66.7193362747784,"CCNB1;CDK1"
"173","regulation of organ growth (GO:0046620)","2/74",0.0105678034381815,0.0389087308405775,0,0,13.8097222222222,62.8334532607853,"CCNB1;CDK1"
"174","negative regulation of ubiquitin-protein transferase activity (GO:0051444)","2/74",0.0105678034381815,0.0389087308405775,0,0,13.8097222222222,62.8334532607853,"CDC20;UBE2C"
"175","negative regulation of ligase activity (GO:0051352)","2/74",0.0105678034381815,0.0389087308405775,0,0,13.8097222222222,62.8334532607853,"CDC20;UBE2C"
"176","spindle organization (GO:0007051)","2/74",0.0105678034381815,0.0389087308405775,0,0,13.8097222222222,62.8334532607853,"STMN1;SPC25"
"177","muscle cell development (GO:0055001)","2/75",0.0108429931046369,0.0396963815356199,0,0,13.6198630136986,61.619477345815,"CCNB1;CDK1"
"178","positive regulation of protein import into nucleus (GO:0042307)","2/80",0.012266048926488,0.0444044676221465,0,0,12.7435897435897,56.0835200320403,"CDK1;ECT2"
"179","regulation of protein complex disassembly (GO:0043244)","2/80",0.012266048926488,0.0444044676221465,0,0,12.7435897435897,56.0835200320403,"CCNB1;CKAP2"
"180","positive regulation of protein localization to nucleus (GO:1900182)","2/84",0.0134602001960587,0.0484567207058114,0,0,12.119512195122,52.2110776751709,"CDK1;ECT2"
"181","DNA integrity checkpoint (GO:0031570)","2/86",0.0140755458889694,0.0503920095914485,0,0,11.8297619047619,50.4340170069923,"TOP2A;CDK1"
"182","regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)","2/89",0.0150210996236103,0.0531894675196693,0,0,11.4201149425287,47.9450619932194,"CCNB1;CKS2"
"183","cellular response to reactive oxygen species (GO:0034614)","2/89",0.0150210996236103,0.0531894675196693,0,0,11.4201149425287,47.9450619932194,"CDK1;ECT2"
"184","activation of protein kinase activity (GO:0032147)","3/252",0.0158068515135106,0.0556676075041025,0,0,6.08866234167439,25.2515811322976,"TPX2;CDK1;ECT2"
"185","response to metal ion (GO:0010038)","3/255",0.0163098083884125,0.0560026363568686,0,0,6.01526251526252,24.7587520021259,"CCNB1;CDK1;ECT2"
"186","positive regulation of nucleocytoplasmic transport (GO:0046824)","2/94",0.0166562298986272,0.0560026363568686,0,0,10.7967391304348,44.2123332499081,"CDK1;ECT2"
"187","establishment of protein localization to mitochondrial membrane (GO:0090151)","1/8",0.0166797975569069,0.0560026363568686,0,0,69.5156794425087,284.566397512524,"HSP90AA1"
"188","microtubule depolymerization (GO:0007019)","1/8",0.0166797975569069,0.0560026363568686,0,0,69.5156794425087,284.566397512524,"STMN1"
"189","protein K6-linked ubiquitination (GO:0085020)","1/8",0.0166797975569069,0.0560026363568686,0,0,69.5156794425087,284.566397512524,"UBE2S"
"190","positive regulation of megakaryocyte differentiation (GO:0045654)","1/8",0.0166797975569069,0.0560026363568686,0,0,69.5156794425087,284.566397512524,"HMGB2"
"191","regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)","1/8",0.0166797975569069,0.0560026363568686,0,0,69.5156794425087,284.566397512524,"TOP2A"
"192","spermatid nucleus differentiation (GO:0007289)","1/8",0.0166797975569069,0.0560026363568686,0,0,69.5156794425087,284.566397512524,"HMGB2"
"193","regulation of histone phosphorylation (GO:0033127)","1/8",0.0166797975569069,0.0560026363568686,0,0,69.5156794425087,284.566397512524,"CCNB1"
"194","response to hydrogen peroxide (GO:0042542)","2/95",0.0169920183836199,0.0567568449102354,0,0,10.6801075268817,43.5215615489085,"CDK1;ECT2"
"195","regulation of protein catabolic process (GO:0042176)","3/260",0.0171680266639052,0.0570506732215926,0,0,5.8967375037414,23.9685074959938,"CDC20;CENPF;UBE2C"
"196","nucleosome assembly (GO:0006334)","2/97",0.0176722531744933,0.058426632944243,0,0,10.4542105263158,42.1906793071216,"HMGB2;CENPA"
"197","cellular response to metal ion (GO:0071248)","2/99",0.0183639452107539,0.0604052614039013,0,0,10.2376288659794,40.9235499191995,"CCNB1;ECT2"
"198","protein localization to kinetochore (GO:0034501)","1/9",0.0187455870090273,0.0607357019092483,0,0,60.8231707317073,241.881397652512,"CDK1"
"199","positive regulation of hematopoietic progenitor cell differentiation (GO:1901534)","1/9",0.0187455870090273,0.0607357019092483,0,0,60.8231707317073,241.881397652512,"HMGB2"
"200","meiotic chromosome segregation (GO:0045132)","1/9",0.0187455870090273,0.0607357019092483,0,0,60.8231707317073,241.881397652512,"SMC4"
"201","cytoskeleton-dependent intracellular transport (GO:0030705)","2/104",0.0201426246241397,0.0638023487682768,0,0,9.73333333333333,38.0078595904278,"TUBA1C;TUBA1B"
"202","positive regulation of Cdc42 GTPase activity (GO:0043089)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"ECT2"
"203","positive regulation of synapse maturation (GO:0090129)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"CDC20"
"204","regulation of triglyceride catabolic process (GO:0010896)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"AADAC"
"205","DNA unwinding involved in DNA replication (GO:0006268)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"TOP2A"
"206","negative regulation of microtubule polymerization (GO:0031115)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"STMN1"
"207","activation of Rac GTPase activity (GO:0032863)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"ECT2"
"208","positive regulation of protein import into nucleus, translocation (GO:0033160)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"CDK1"
"209","response to insecticide (GO:0017085)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"CCNB1"
"210","resolution of meiotic recombination intermediates (GO:0000712)","1/10",0.0208071402680989,0.0638023487682768,0,0,54.0623306233062,209.35416251688,"TOP2A"
"211","response to transition metal nanoparticle (GO:1990267)","2/106",0.0208736079303622,0.0638023487682768,0,0,9.54519230769231,36.9329233428413,"CCNB1;CDK1"
"212","hematopoietic progenitor cell differentiation (GO:0002244)","2/106",0.0208736079303622,0.0638023487682768,0,0,9.54519230769231,36.9329233428413,"TOP2A;ESCO2"
"213","cellular response to inorganic substance (GO:0071241)","2/110",0.0223684665325919,0.0680505460709839,0,0,9.18981481481481,34.9222433618929,"CCNB1;ECT2"
"214","negative regulation of protein ubiquitination (GO:0031397)","2/113",0.0235179969229243,0.0708821488653719,0,0,8.94009009009009,33.5252423971917,"CDC20;UBE2C"
"215","protein-DNA complex assembly (GO:0065004)","2/113",0.0235179969229243,0.0708821488653719,0,0,8.94009009009009,33.5252423971917,"HMGB2;CENPA"
"216","regulation of synapse maturation (GO:0090128)","1/12",0.024917571797869,0.0744082328341894,0,0,44.2283813747228,163.299234914618,"CDC20"
"217","positive regulation of chromosome segregation (GO:0051984)","1/12",0.024917571797869,0.0744082328341894,0,0,44.2283813747228,163.299234914618,"CCNB1"
"218","chromatin remodeling (GO:0006338)","2/118",0.0254869602131304,0.0754134713155638,0,0,8.55258620689655,31.3844704660152,"CBX3;CENPA"
"219","regulation of DNA replication (GO:0006275)","2/118",0.0254869602131304,0.0754134713155638,0,0,8.55258620689655,31.3844704660152,"CDK1;ESCO2"
"220","negative regulation of protein modification by small protein conjugation or removal (GO:1903321)","2/119",0.0258886044917812,0.0762537077757918,0,0,8.47905982905983,30.9820809113123,"CDC20;UBE2C"
"221","nucleosome organization (GO:0034728)","2/120",0.0262928376025982,0.0770939310700618,0,0,8.40677966101695,30.5877206923647,"HMGB2;CENPA"
"222","mitotic metaphase plate congression (GO:0007080)","1/13",0.0269664668566584,0.0780101362639047,0,0,40.5406504065041,146.479903171464,"CCNB1"
"223","protein complex localization (GO:0031503)","1/13",0.0269664668566584,0.0780101362639047,0,0,40.5406504065041,146.479903171464,"BIRC5"
"224","chaperone-mediated protein complex assembly (GO:0051131)","1/13",0.0269664668566584,0.0780101362639047,0,0,40.5406504065041,146.479903171464,"HSP90AA1"
"225","mucopolysaccharide metabolic process (GO:1903510)","2/124",0.027935417267344,0.0800980105718537,0,0,8.12950819672131,29.0862418642413,"HMMR;MKI67"
"226","positive regulation of DNA metabolic process (GO:0051054)","2/124",0.027935417267344,0.0800980105718537,0,0,8.12950819672131,29.0862418642413,"TOP2A;CDK1"
"227","cellular response to lipid (GO:0071396)","3/315",0.0282677380461076,0.0806938072858049,0,0,4.84368836291913,17.2727579833288,"CCNB1;H2AFZ;HMGB2"
"228","microtubule polymerization or depolymerization (GO:0031109)","1/14",0.0290111592858413,0.0817357879009791,0,0,37.4202626641651,132.470525875165,"STMN1"
"229","hyaluronan catabolic process (GO:0030214)","1/14",0.0290111592858413,0.0817357879009791,0,0,37.4202626641651,132.470525875165,"HMMR"
"230","mitotic G2 DNA damage checkpoint (GO:0007095)","1/14",0.0290111592858413,0.0817357879009791,0,0,37.4202626641651,132.470525875165,"CDK1"
"231","positive regulation of intracellular protein transport (GO:0090316)","2/131",0.0309068352483614,0.0857418117242187,0,0,7.68565891472868,26.7213291699742,"CDK1;ECT2"
"232","natural killer cell mediated cytotoxicity (GO:0042267)","1/15",0.03105165746751,0.0857418117242187,0,0,34.7456445993031,120.64046002701,"TUBB4B"
"233","sulfate transport (GO:0008272)","1/15",0.03105165746751,0.0857418117242187,0,0,34.7456445993031,120.64046002701,"RACGAP1"
"234","natural killer cell mediated immunity (GO:0002228)","1/15",0.03105165746751,0.0857418117242187,0,0,34.7456445993031,120.64046002701,"TUBB4B"
"235","ATP catabolic process (GO:0006200)","3/327",0.0310946385110978,0.0857418117242187,0,0,4.66144349477683,16.178564559273,"TOP2A;HSP90AA1;KIF20A"
"236","regulation of developmental growth (GO:0048638)","2/133",0.03177800408907,0.0871978856163082,0,0,7.5675572519084,26.1003606018979,"CCNB1;CDK1"
"237","purine ribonucleoside monophosphate catabolic process (GO:0009169)","3/332",0.0323151684016742,0.0871978856163082,0,0,4.58943184475099,15.7519331070487,"TOP2A;HSP90AA1;KIF20A"
"238","ribonucleoside monophosphate catabolic process (GO:0009158)","3/332",0.0323151684016742,0.0871978856163082,0,0,4.58943184475099,15.7519331070487,"TOP2A;HSP90AA1;KIF20A"
"239","purine nucleoside monophosphate catabolic process (GO:0009128)","3/333",0.0325622779953853,0.0871978856163082,0,0,4.57529137529137,15.6685464001596,"TOP2A;HSP90AA1;KIF20A"
"240","nucleoside monophosphate catabolic process (GO:0009125)","3/335",0.0330594970974828,0.0871978856163082,0,0,4.54726598702502,15.5036596425629,"TOP2A;HSP90AA1;KIF20A"
"241","neuroblast proliferation (GO:0007405)","1/16",0.0330879697601521,0.0871978856163082,0,0,32.4276422764228,110.532391717188,"RACGAP1"
"242","positive regulation of mRNA 3'-end processing (GO:0031442)","1/16",0.0330879697601521,0.0871978856163082,0,0,32.4276422764228,110.532391717188,"CCNB1"
"243","V(D)J recombination (GO:0033151)","1/16",0.0330879697601521,0.0871978856163082,0,0,32.4276422764228,110.532391717188,"HMGB2"
"244","regulation of megakaryocyte differentiation (GO:0045652)","1/16",0.0330879697601521,0.0871978856163082,0,0,32.4276422764228,110.532391717188,"HMGB2"
"245","cytokinetic process (GO:0032506)","1/16",0.0330879697601521,0.0871978856163082,0,0,32.4276422764228,110.532391717188,"RACGAP1"
"246","protein-DNA complex subunit organization (GO:0071824)","2/136",0.0331029010210059,0.0871978856163082,0,0,7.39701492537313,25.2100207012317,"HMGB2;CENPA"
"247","mitotic G2/M transition checkpoint (GO:0044818)","1/17",0.0351201045195049,0.0906686363690803,0,0,30.3993902439024,101.806996576302,"CDK1"
"248","positive regulation of triglyceride metabolic process (GO:0090208)","1/17",0.0351201045195049,0.0906686363690803,0,0,30.3993902439024,101.806996576302,"AADAC"
"249","establishment of mitotic spindle orientation (GO:0000132)","1/17",0.0351201045195049,0.0906686363690803,0,0,30.3993902439024,101.806996576302,"CENPA"
"250","regulation of protein import into nucleus, translocation (GO:0033158)","1/17",0.0351201045195049,0.0906686363690803,0,0,30.3993902439024,101.806996576302,"CDK1"
"251","oocyte maturation (GO:0001556)","1/17",0.0351201045195049,0.0906686363690803,0,0,30.3993902439024,101.806996576302,"CCNB1"
"252","response to reactive oxygen species (GO:0000302)","2/141",0.0353586784005464,0.0909223158871194,0,0,7.12913669064748,23.8270820441245,"CDK1;ECT2"
"253","response to toxic substance (GO:0009636)","2/142",0.0358168735407024,0.091736498238637,0,0,7.07785714285714,23.5645657823443,"CCNB1;CDK1"
"254","regulation of protein import into nucleus (GO:0042306)","2/143",0.0362773888179595,0.0925501887954244,0,0,7.02730496453901,23.3064829759629,"CDK1;ECT2"
"255","positive regulation of viral genome replication (GO:0045070)","1/18",0.037148070085387,0.0940310524036358,0,0,28.609756097561,94.2074482127629,"TOP2A"
"256","regulation of mRNA 3'-end processing (GO:0031440)","1/18",0.037148070085387,0.0940310524036358,0,0,28.609756097561,94.2074482127629,"CCNB1"
"257","response to drug (GO:0042493)","3/354",0.0379817833383364,0.0957672980670895,0,0,4.29695375849222,14.0538258805501,"CCNB1;CENPF;CDK1"
"258","cellular response to oxidative stress (GO:0034599)","2/148",0.0386143745766545,0.0969849407971786,0,0,6.78493150684931,22.0790537338686,"CDK1;ECT2"
"259","protein refolding (GO:0042026)","1/19",0.0391718747772545,0.098005308323015,0,0,27.0189701897019,87.5359588363217,"HSP90AA1"
"260","cell cycle G1/S phase transition (GO:0044843)","2/152",0.0405245871075195,0.099597423292364,0,0,6.60266666666667,21.1671351637275,"CCNB1;CDK1"
"261","G1/S transition of mitotic cell cycle (GO:0000082)","2/152",0.0405245871075195,0.099597423292364,0,0,6.60266666666667,21.1671351637275,"CCNB1;CDK1"
"262","response to copper ion (GO:0046688)","1/20",0.0411915269172123,0.099597423292364,0,0,25.5956354300385,81.637860253859,"CDK1"
"263","positive regulation of lipid catabolic process (GO:0050996)","1/20",0.0411915269172123,0.099597423292364,0,0,25.5956354300385,81.637860253859,"AADAC"
"264","regulation of Cdc42 GTPase activity (GO:0043088)","1/20",0.0411915269172123,0.099597423292364,0,0,25.5956354300385,81.637860253859,"ECT2"
"265","apoptotic DNA fragmentation (GO:0006309)","1/20",0.0411915269172123,0.099597423292364,0,0,25.5956354300385,81.637860253859,"HMGB2"
"266","establishment of spindle orientation (GO:0051294)","1/20",0.0411915269172123,0.099597423292364,0,0,25.5956354300385,81.637860253859,"CENPA"
"267","protein depolymerization (GO:0051261)","1/20",0.0411915269172123,0.099597423292364,0,0,25.5956354300385,81.637860253859,"STMN1"
"268","cellular response to estradiol stimulus (GO:0071392)","1/20",0.0411915269172123,0.099597423292364,0,0,25.5956354300385,81.637860253859,"H2AFZ"
"269","response to inorganic substance (GO:0010035)","3/370",0.0424035391400411,0.101928352873799,0,0,4.10626702997275,12.9779532399595,"CCNB1;CDK1;ECT2"
"270","regulation of protein localization to nucleus (GO:1900180)","2/156",0.0424701470307496,0.101928352873799,0,0,6.42987012987013,20.3116631475322,"CDK1;ECT2"
"271","positive regulation of erythrocyte differentiation (GO:0045648)","1/21",0.0432070348019609,0.103314238198047,0,0,24.3146341463415,76.3905493486103,"HMGB2"
"272","ATP metabolic process (GO:0046034)","3/377",0.0444167538737162,0.105816384228559,0,0,4.02797202797203,12.5436629352657,"TOP2A;HSP90AA1;KIF20A"
"273","meiosis I (GO:0007127)","1/22",0.0452184067076381,0.106164954878803,0,0,23.1556329849013,71.6956528733024,"CKS2"
"274","histone phosphorylation (GO:0016572)","1/22",0.0452184067076381,0.106164954878803,0,0,23.1556329849013,71.6956528733024,"CDK1"
"275","regulation of microtubule polymerization (GO:0031113)","1/22",0.0452184067076381,0.106164954878803,0,0,23.1556329849013,71.6956528733024,"STMN1"
"276","positive regulation of mRNA processing (GO:0050685)","1/22",0.0452184067076381,0.106164954878803,0,0,23.1556329849013,71.6956528733024,"CCNB1"
"277","glycosaminoglycan metabolic process (GO:0030203)","2/162",0.0454532458144776,0.106331058800655,0,0,6.186875,19.1240701767844,"HMMR;MKI67"
"278","CENP-A containing nucleosome assembly (GO:0034080)","1/23",0.047225650914242,0.11007993450514,0,0,22.1019955654102,67.473371719961,"CENPA"
"279","regulation of protein targeting (GO:1903533)","2/167",0.0479970554873891,0.111477032099742,0,0,5.99787878787879,18.2132523779638,"CDK1;ECT2"
"280","activation of Rho GTPase activity (GO:0032862)","1/24",0.049228775670327,0.113929452265614,0,0,21.1399787910923,63.6583309650532,"ECT2"
"281","aminoglycan metabolic process (GO:0006022)","2/171",0.0500690506846982,0.115461725422365,0,0,5.85473372781065,17.5311348919506,"HMMR;MKI67"
"282","chromatin remodeling at centromere (GO:0031055)","1/25",0.0512277892154369,0.116885941590152,0,0,20.2581300813008,60.1964893234467,"CENPA"
"283","regulation of hematopoietic progenitor cell differentiation (GO:1901532)","1/25",0.0512277892154369,0.116885941590152,0,0,20.2581300813008,60.1964893234467,"HMGB2"
"284","response to iron ion (GO:0010039)","1/25",0.0512277892154369,0.116885941590152,0,0,20.2581300813008,60.1964893234467,"CCNB1"
"285","purine ribonucleoside monophosphate metabolic process (GO:0009167)","3/402",0.0519920387656396,0.118110648799044,0,0,3.77077308656256,11.1489115741189,"TOP2A;HSP90AA1;KIF20A"
"286","purine nucleoside monophosphate metabolic process (GO:0009126)","3/403",0.0523074254763064,0.118110648799044,0,0,3.76115384615385,11.0977242504323,"TOP2A;HSP90AA1;KIF20A"
"287","intracellular protein transmembrane import (GO:0044743)","1/26",0.0532226997674706,0.118110648799044,0,0,19.4468292682927,57.0428064550671,"HSP90AA1"
"288","regulation of triglyceride metabolic process (GO:0090207)","1/26",0.0532226997674706,0.118110648799044,0,0,19.4468292682927,57.0428064550671,"AADAC"
"289","leukocyte mediated cytotoxicity (GO:0001909)","1/26",0.0532226997674706,0.118110648799044,0,0,19.4468292682927,57.0428064550671,"TUBB4B"
"290","positive regulation of mRNA metabolic process (GO:1903313)","1/26",0.0532226997674706,0.118110648799044,0,0,19.4468292682927,57.0428064550671,"CCNB1"
"291","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)","1/26",0.0532226997674706,0.118110648799044,0,0,19.4468292682927,57.0428064550671,"HMGB2"
"292","regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)","1/26",0.0532226997674706,0.118110648799044,0,0,19.4468292682927,57.0428064550671,"CDK1"
"293","negative regulation of protein modification process (GO:0031400)","3/407",0.0535783831519406,0.118494171612483,0,0,3.72315308453922,10.8962155284182,"CDC20;CCNB1;UBE2C"
"294","regulation of nucleocytoplasmic transport (GO:0046822)","2/178",0.0537719457807134,0.118517758047287,0,0,5.61988636363636,16.4269469581262,"CDK1;ECT2"
"295","cellular response to interleukin-4 (GO:0071353)","1/27",0.0552135155533289,0.120872831346477,0,0,18.6979362101313,54.1594605470747,"TUBA1B"
"296","cellular response to fatty acid (GO:0071398)","1/27",0.0552135155533289,0.120872831346477,0,0,18.6979362101313,54.1594605470747,"CCNB1"
"297","regulation of protein serine/threonine kinase activity (GO:0071900)","3/416",0.0564927748095413,0.122843349250278,0,0,3.64034270813932,10.4610436243664,"CCNB1;CKS2;CDK1"
"298","ribonucleoside monophosphate metabolic process (GO:0009161)","3/416",0.0564927748095413,0.122843349250278,0,0,3.64034270813932,10.4610436243664,"TOP2A;HSP90AA1;KIF20A"
"299","tissue regeneration (GO:0042246)","1/28",0.0572002447510628,0.123965747821701,0,0,18.0045167118338,51.5144710341427,"CCNB1"
"300","protein polyubiquitination (GO:0000209)","2/186",0.0581198204693963,0.125538812213896,0,0,5.37336956521739,15.2885718525467,"UBE2C;UBE2S"
"301","microtubule-based movement (GO:0007018)","2/187",0.0586717647546383,0.126309978607992,0,0,5.34405405405405,15.1546507290543,"RACGAP1;KIF20A"
"302","cellular response to heat (GO:0034605)","1/29",0.0591828955366753,0.12698846459525,0,0,17.3606271777003,49.080623277271,"MKI67"
"303","positive regulation of growth (GO:0045927)","2/189",0.0597811850121942,0.127848870917168,0,0,5.28636363636364,14.8920262738349,"CCNB1;CDK1"
"304","nucleoside monophosphate metabolic process (GO:0009123)","3/427",0.0601566736992623,0.128228699201059,0,0,3.54390420899855,9.9612161988174,"TOP2A;HSP90AA1;KIF20A"
"305","nitric oxide metabolic process (GO:0046209)","1/30",0.0611614760831625,0.129518419940815,0,0,16.7611438183347,46.8346210155095,"HSP90AA1"
"306","cellular response to estrogen stimulus (GO:0071391)","1/30",0.0611614760831625,0.129518419940815,0,0,16.7611438183347,46.8346210155095,"H2AFZ"
"307","histone exchange (GO:0043486)","1/31",0.0631359945348629,0.131974595027713,0,0,16.2016260162602,44.7564124301585,"CENPA"
"308","mitotic recombination (GO:0006312)","1/31",0.0631359945348629,0.131974595027713,0,0,16.2016260162602,44.7564124301585,"TOP2A"
"309","regulation of meiosis (GO:0040020)","1/31",0.0631359945348629,0.131974595027713,0,0,16.2016260162602,44.7564124301585,"CDC20"
"310","positive chemotaxis (GO:0050918)","1/31",0.0631359945348629,0.131974595027713,0,0,16.2016260162602,44.7564124301585,"HMGB2"
"311","DNA recombination (GO:0006310)","2/196",0.0637212199223235,0.132253872874943,0,0,5.09381443298969,14.0244816743225,"TOP2A;HMGB2"
"312","small GTPase mediated signal transduction (GO:0007264)","3/439",0.0642795871851327,0.132253872874943,0,0,3.44424841213832,9.4527850943489,"RACGAP1;CDK1;ECT2"
"313","protein K63-linked ubiquitination (GO:0070534)","1/32",0.0651064590233131,0.132253872874943,0,0,15.6782061369001,42.8286498458153,"UBE2S"
"314","sulfur compound transport (GO:0072348)","1/32",0.0651064590233131,0.132253872874943,0,0,15.6782061369001,42.8286498458153,"RACGAP1"
"315","intracellular protein transmembrane transport (GO:0065002)","1/32",0.0651064590233131,0.132253872874943,0,0,15.6782061369001,42.8286498458153,"HSP90AA1"
"316","positive regulation of nitric oxide biosynthetic process (GO:0045429)","1/32",0.0651064590233131,0.132253872874943,0,0,15.6782061369001,42.8286498458153,"HSP90AA1"
"317","mitotic DNA damage checkpoint (GO:0044773)","1/32",0.0651064590233131,0.132253872874943,0,0,15.6782061369001,42.8286498458153,"CDK1"
"318","activation of Ras GTPase activity (GO:0032856)","1/32",0.0651064590233131,0.132253872874943,0,0,15.6782061369001,42.8286498458153,"ECT2"
"319","response to interleukin-4 (GO:0070670)","1/32",0.0651064590233131,0.132253872874943,0,0,15.6782061369001,42.8286498458153,"TUBA1B"
"320","regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)","1/33",0.0670728776613437,0.134561067258671,0,0,15.1875,41.036253277555,"BIRC5"
"321","DNA replication-independent nucleosome organization (GO:0034724)","1/33",0.0670728776613437,0.134561067258671,0,0,15.1875,41.036253277555,"CENPA"
"322","DNA replication-independent nucleosome assembly (GO:0006336)","1/33",0.0670728776613437,0.134561067258671,0,0,15.1875,41.036253277555,"CENPA"
"323","positive regulation of DNA binding (GO:0043388)","1/33",0.0670728776613437,0.134561067258671,0,0,15.1875,41.036253277555,"HMGB2"
"324","G2 DNA damage checkpoint (GO:0031572)","1/34",0.0690352585528232,0.136803815113852,0,0,14.7265336289727,39.3660553467962,"CDK1"
"325","somatic cell DNA recombination (GO:0016444)","1/34",0.0690352585528232,0.136803815113852,0,0,14.7265336289727,39.3660553467962,"HMGB2"
"326","regulation of G2/M transition of mitotic cell cycle (GO:0010389)","1/34",0.0690352585528232,0.136803815113852,0,0,14.7265336289727,39.3660553467962,"CENPF"
"327","somatic diversification of immune receptors via germline recombination within a single locus (GO:0002562)","1/34",0.0690352585528232,0.136803815113852,0,0,14.7265336289727,39.3660553467962,"HMGB2"
"328","positive regulation of protein kinase activity (GO:0045860)","3/456",0.0703409205045032,0.13896620880158,0,0,3.31210731872984,8.79166285200872,"TPX2;CDK1;ECT2"
